idx,user_id,transaction_date,transaction month,Time,product_category,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
1199,USER_06693,15/11/2023,November,15:30:00,Mobile Recharge,Jio,5714.49,42.70,99.27,808.00,Credit Card,Successful,Android,Urban
1200,USER_05102,15/11/2023,November,15:55:00,Gas Bill,Indraprastha Gas,7068.60,40.27,13.31,381.00,Bank Transfer,Successful,Android,Urban
1201,USER_06028,15/11/2023,November,17:21:00,Education Fee,Unacademy,2552.28,17.70,99.17,287.00,UPI,Successful,Web,Suburban
1202,USER_03440,15/11/2023,November,18:32:00,Flight Booking,MakeMyTrip,4929.03,33.81,49.61,632.00,Bank Transfer,Successful,iOS,Urban
1203,USER_07750,15/11/2023,November,20:14:00,Gas Bill,Gujarat Gas,4623.80,25.18,19.00,915.00,Bank Transfer,Successful,Android,Urban
1204,USER_08698,15/11/2023,November,22:11:00,Bus Ticket,AbhiBus,9515.78,25.35,72.28,999.00,UPI,Successful,Web,Urban
1205,USER_03724,16/11/2023,November,00:56:00,Bus Ticket,Paytm Bus,9992.23,35.70,18.42,772.00,Credit Card,Successful,iOS,Urban
1206,USER_05578,16/11/2023,November,07:28:00,Mobile Recharge,BSNL,6964.77,20.59,48.73,591.00,Debit Card,Successful,Web,Urban
1207,USER_00623,16/11/2023,November,09:37:00,Movie Ticket,INOX,8117.41,5.00,35.80,337.00,Debit Card,Successful,Android,Urban
1208,USER_09894,16/11/2023,November,10:27:00,Taxi Fare,Rapido,1509.84,38.36,24.16,817.00,Bank Transfer,Pending,Android,Suburban
1209,USER_02481,16/11/2023,November,10:35:00,Water Bill,Chennai Metro Water,1729.65,1.34,16.68,512.00,Debit Card,Successful,iOS,Suburban
1210,USER_02135,16/11/2023,November,11:06:00,Taxi Fare,Rapido,856.16,34.27,1.90,222.00,Credit Card,Successful,iOS,Urban
1211,USER_08397,16/11/2023,November,12:08:00,Internet Bill,ACT Fibernet,1110.26,48.97,17.40,763.00,Bank Transfer,Successful,Android,Urban
1212,USER_09755,16/11/2023,November,12:28:00,Hotel Booking,Fab Hotels,416.31,24.31,84.24,406.00,Debit Card,Successful,iOS,Urban
1213,USER_04935,16/11/2023,November,12:31:00,Mobile Recharge,Jio,1364.15,43.88,57.48,779.00,Wallet Balance,Successful,Android,Rural
1214,USER_04232,16/11/2023,November,13:59:00,Internet Bill,Airtel Broadband,1906.92,30.32,95.58,756.00,UPI,Failed,Web,Urban
1215,USER_07631,16/11/2023,November,14:24:00,Food Delivery,Domino's,2221.47,47.09,92.89,266.00,Debit Card,Successful,Android,Urban
1216,USER_08850,16/11/2023,November,15:11:00,Food Delivery,Uber Eats,8375.50,27.45,7.70,587.00,Bank Transfer,Successful,Android,Urban
1217,USER_06218,16/11/2023,November,17:21:00,Education Fee,Udemy,5035.41,7.17,42.01,42.00,Wallet Balance,Successful,Android,Rural
1218,USER_03311,16/11/2023,November,18:22:00,Flight Booking,MakeMyTrip,2306.39,11.02,18.56,268.00,Bank Transfer,Successful,Android,Urban
1219,USER_01195,16/11/2023,November,21:40:00,Internet Bill,ACT Fibernet,9523.22,16.23,52.84,50.00,Credit Card,Successful,Android,Urban
1220,USER_03755,17/11/2023,November,00:22:00,Bus Ticket,Paytm Bus,1084.04,3.31,41.24,757.00,UPI,Successful,iOS,Rural
1221,USER_02926,17/11/2023,November,00:52:00,Online Shopping,Nykaa,1742.89,24.61,74.20,10.00,Debit Card,Successful,iOS,Suburban
1222,USER_05995,17/11/2023,November,03:00:00,Hotel Booking,OYO Rooms,4517.22,28.77,72.44,421.00,Wallet Balance,Pending,Android,Urban
1223,USER_00978,17/11/2023,November,06:57:00,Online Shopping,Amazon,30.09,4.83,13.38,563.00,Credit Card,Successful,iOS,Rural
1224,USER_01567,17/11/2023,November,07:36:00,Insurance Premium,HDFC Life,9618.29,36.11,73.14,477.00,Wallet Balance,Successful,Web,Urban
1225,USER_07976,17/11/2023,November,09:00:00,Streaming Service,Netflix,5070.92,12.39,43.26,907.00,Debit Card,Successful,Android,Urban
1226,USER_08081,17/11/2023,November,11:04:00,Food Delivery,Zomato,6946.91,14.17,36.60,350.00,UPI,Successful,Android,Rural
1227,USER_06372,17/11/2023,November,11:14:00,Water Bill,Hyderabad Water Board,7934.50,10.32,88.33,898.00,Credit Card,Successful,Android,Urban
1228,USER_00587,17/11/2023,November,13:21:00,Loan Repayment,HDFC Bank,6604.06,45.76,13.31,742.00,UPI,Successful,Android,Urban
1229,USER_06640,17/11/2023,November,16:30:00,Loan Repayment,HDFC Bank,270.29,20.51,17.73,649.00,Credit Card,Successful,Android,Urban
1230,USER_06128,17/11/2023,November,16:31:00,Gas Bill,Adani Gas,6844.80,14.53,46.21,764.00,UPI,Pending,iOS,Urban
1231,USER_09964,17/11/2023,November,17:53:00,Taxi Fare,Uber,4311.29,42.02,65.96,809.00,Debit Card,Successful,Android,Urban
1232,USER_02272,17/11/2023,November,21:31:00,Insurance Premium,Max Life,8214.33,4.29,13.19,42.00,Wallet Balance,Successful,iOS,Urban
1233,USER_02967,17/11/2023,November,23:13:00,Electricity Bill,BSES,7260.43,2.49,39.02,9.00,Credit Card,Successful,Android,Urban
1234,USER_00399,18/11/2023,November,01:37:00,Gift Card,Shoppers Stop,1451.53,36.81,37.83,300.00,Bank Transfer,Successful,iOS,Urban
1235,USER_07414,18/11/2023,November,02:37:00,Bus Ticket,RedBus,8350.99,23.79,11.61,509.00,Debit Card,Successful,Android,Urban
1236,USER_09093,18/11/2023,November,03:51:00,Movie Ticket,SPI Cinemas,4699.13,30.93,43.71,252.00,Credit Card,Successful,Android,Rural
1237,USER_01039,18/11/2023,November,07:25:00,Water Bill,Chennai Metro Water,988.97,43.79,29.64,148.00,Debit Card,Successful,Android,Suburban
1238,USER_00540,18/11/2023,November,09:28:00,Flight Booking,EaseMyTrip,755.39,12.04,63.83,123.00,Debit Card,Successful,iOS,Rural
1239,USER_09283,18/11/2023,November,09:37:00,Bus Ticket,Goibibo,9560.52,23.29,10.23,744.00,Debit Card,Successful,iOS,Urban
1240,USER_00910,18/11/2023,November,15:28:00,Internet Bill,Hathway,514.18,34.10,98.56,828.00,Debit Card,Successful,Android,Urban
1241,USER_09168,18/11/2023,November,16:20:00,Mobile Recharge,Vodafone,5695.61,44.80,6.60,995.00,Credit Card,Successful,iOS,Urban
1242,USER_02274,18/11/2023,November,20:16:00,Loan Repayment,Axis Bank,8617.75,47.36,23.65,493.00,Wallet Balance,Successful,Android,Rural
1243,USER_03801,18/11/2023,November,23:06:00,Rent Payment,Nestaway,2285.33,14.33,7.88,533.00,Credit Card,Successful,Android,Suburban
1244,USER_02960,19/11/2023,November,02:23:00,Gas Bill,Gujarat Gas,3951.77,46.42,3.43,770.00,Debit Card,Successful,Android,Urban
1245,USER_07891,19/11/2023,November,03:26:00,Taxi Fare,Rapido,1626.47,22.29,63.41,246.00,UPI,Successful,iOS,Urban
1246,USER_01943,19/11/2023,November,03:57:00,Internet Bill,BSNL Broadband,9651.87,9.85,12.42,712.00,Credit Card,Successful,iOS,Urban
1247,USER_02423,19/11/2023,November,06:09:00,Electricity Bill,CESC,577.85,47.33,48.95,691.00,Wallet Balance,Successful,iOS,Urban
1248,USER_09035,19/11/2023,November,10:35:00,Mobile Recharge,BSNL,6421.86,42.03,25.50,89.00,Wallet Balance,Successful,Android,Suburban
1249,USER_07661,19/11/2023,November,13:37:00,Taxi Fare,Meru,7306.39,7.43,42.28,829.00,Bank Transfer,Successful,Android,Urban
1250,USER_09990,19/11/2023,November,13:40:00,Gift Card,Flipkart,9994.83,34.12,80.00,424.00,Debit Card,Successful,Android,Urban
1251,USER_01097,19/11/2023,November,14:17:00,Gift Card,Shoppers Stop,723.56,3.00,72.52,583.00,Wallet Balance,Successful,Android,Urban
1252,USER_07388,19/11/2023,November,18:11:00,Electricity Bill,BSES,6740.25,3.07,60.98,293.00,Credit Card,Successful,iOS,Urban
1253,USER_05538,19/11/2023,November,18:33:00,Bus Ticket,RedBus,7348.86,41.85,4.71,907.00,Bank Transfer,Successful,Android,Urban
1254,USER_06169,19/11/2023,November,18:47:00,Grocery Shopping,Grofers,6879.93,37.38,37.72,464.00,Credit Card,Successful,Android,Rural
1255,USER_07839,19/11/2023,November,22:05:00,Internet Bill,BSNL Broadband,6701.65,14.33,2.52,348.00,Credit Card,Successful,Android,Urban
1256,USER_01983,19/11/2023,November,23:57:00,Electricity Bill,Reliance Energy,8916.27,13.39,45.98,185.00,Credit Card,Successful,Android,Urban
1257,USER_08182,20/11/2023,November,01:24:00,Rent Payment,Housing.com,8199.73,38.17,14.63,667.00,Bank Transfer,Successful,Android,Urban
1258,USER_08093,20/11/2023,November,04:57:00,Movie Ticket,Cinepolis,4999.97,44.22,70.80,597.00,UPI,Successful,Android,Urban
1259,USER_07875,20/11/2023,November,05:53:00,Taxi Fare,Ola,4512.26,40.40,36.39,507.00,Credit Card,Successful,Android,Rural
1260,USER_04222,20/11/2023,November,07:56:00,Gas Bill,Gujarat Gas,5816.81,42.47,75.47,235.00,Debit Card,Successful,iOS,Urban
1261,USER_03725,20/11/2023,November,11:26:00,Rent Payment,OYO Life,6218.10,17.89,24.94,468.00,Credit Card,Successful,Android,Rural
1262,USER_00435,20/11/2023,November,12:10:00,Loan Repayment,SBI,5758.14,6.59,73.70,51.00,Credit Card,Successful,Android,Suburban
1263,USER_08480,20/11/2023,November,15:51:00,Gaming Credits,PUBG Mobile,7038.81,21.07,84.77,540.00,Credit Card,Pending,Android,Urban
1264,USER_07874,20/11/2023,November,19:17:00,Bus Ticket,Paytm Bus,1694.62,39.78,51.63,868.00,UPI,Successful,iOS,Urban
1265,USER_06653,20/11/2023,November,19:25:00,Bus Ticket,MakeMyTrip Bus,856.71,40.88,27.15,366.00,UPI,Successful,Android,Urban
1266,USER_04824,20/11/2023,November,21:20:00,Water Bill,Mumbai Water,6944.13,38.50,98.40,167.00,Credit Card,Successful,iOS,Suburban
1267,USER_09707,20/11/2023,November,22:29:00,Food Delivery,Domino's,5343.78,45.88,22.71,360.00,Bank Transfer,Successful,Android,Urban
1268,USER_01426,21/11/2023,November,01:36:00,Education Fee,Coursera,5592.73,23.30,72.75,787.00,Debit Card,Successful,Web,Suburban
1269,USER_04993,21/11/2023,November,03:38:00,Loan Repayment,Axis Bank,619.11,27.17,62.42,520.00,UPI,Successful,Android,Urban
1270,USER_08946,21/11/2023,November,05:22:00,Bus Ticket,AbhiBus,2524.01,41.21,64.29,711.00,Wallet Balance,Successful,Android,Urban
1271,USER_00141,21/11/2023,November,05:27:00,Rent Payment,OYO Life,8524.76,10.10,46.75,337.00,Wallet Balance,Successful,Android,Suburban
1272,USER_01930,21/11/2023,November,06:52:00,Internet Bill,Jio Fiber,9001.14,7.23,84.97,241.00,Credit Card,Successful,iOS,Suburban
1273,USER_02766,21/11/2023,November,10:23:00,Bus Ticket,Paytm Bus,7791.18,0.66,53.85,907.00,UPI,Pending,iOS,Rural
1274,USER_03377,21/11/2023,November,11:53:00,Internet Bill,Airtel Broadband,9944.88,20.39,46.05,959.00,Credit Card,Successful,iOS,Suburban
1275,USER_04554,21/11/2023,November,13:39:00,Grocery Shopping,Nature's Basket,6267.61,46.40,68.74,838.00,Bank Transfer,Successful,Android,Urban
1276,USER_02113,21/11/2023,November,14:35:00,Bus Ticket,Paytm Bus,6443.24,0.59,76.11,5.00,UPI,Successful,Android,Urban
1277,USER_04276,21/11/2023,November,14:38:00,Online Shopping,Flipkart,8033.89,3.01,99.02,200.00,Credit Card,Successful,iOS,Urban
1278,USER_02217,21/11/2023,November,17:55:00,Internet Bill,BSNL Broadband,7802.91,41.97,77.42,207.00,Bank Transfer,Successful,Android,Urban
1279,USER_05717,21/11/2023,November,17:56:00,Flight Booking,EaseMyTrip,8236.53,39.08,31.92,821.00,Wallet Balance,Successful,iOS,Urban
1280,USER_00842,21/11/2023,November,19:19:00,Internet Bill,Airtel Broadband,8608.59,47.75,65.16,919.00,Credit Card,Failed,Android,Urban
1281,USER_09454,22/11/2023,November,00:57:00,Online Shopping,Amazon,2506.91,0.21,59.77,585.00,Credit Card,Successful,Android,Urban
1282,USER_02499,22/11/2023,November,01:41:00,Bus Ticket,AbhiBus,7556.33,35.74,24.07,393.00,Bank Transfer,Successful,Android,Urban
1283,USER_03467,22/11/2023,November,02:48:00,Taxi Fare,Rapido,2205.52,31.43,85.12,718.00,UPI,Successful,Android,Urban
1284,USER_09060,22/11/2023,November,07:20:00,Electricity Bill,CESC,1638.09,39.90,74.61,89.00,Bank Transfer,Successful,iOS,Rural
1285,USER_07348,22/11/2023,November,10:00:00,Loan Repayment,Bajaj Finserv,8845.73,44.77,48.29,508.00,Wallet Balance,Successful,Android,Suburban
1286,USER_00131,22/11/2023,November,11:43:00,Flight Booking,Yatra,3470.38,35.14,73.85,145.00,Credit Card,Successful,Android,Suburban
1287,USER_04879,22/11/2023,November,12:54:00,Gaming Credits,Minecraft,1303.34,47.82,78.98,698.00,Debit Card,Successful,Web,Urban
1288,USER_03598,22/11/2023,November,14:26:00,Gas Bill,Adani Gas,2769.10,45.94,81.34,599.00,Bank Transfer,Successful,iOS,Suburban
1289,USER_09908,22/11/2023,November,14:48:00,Grocery Shopping,Grofers,1850.45,11.52,38.07,439.00,Debit Card,Successful,Android,Urban
1290,USER_05435,22/11/2023,November,15:23:00,Bus Ticket,AbhiBus,760.53,9.99,11.97,69.00,Debit Card,Successful,iOS,Urban
1291,USER_04866,22/11/2023,November,17:01:00,Taxi Fare,Rapido,1716.12,34.99,52.49,315.00,UPI,Successful,Web,Rural
1292,USER_02330,22/11/2023,November,18:08:00,Hotel Booking,OYO Rooms,8790.76,21.95,25.36,774.00,Debit Card,Successful,Android,Urban
1293,USER_05065,22/11/2023,November,20:06:00,Taxi Fare,Ola,8714.26,24.36,83.18,256.00,Credit Card,Successful,iOS,Rural
1294,USER_09946,22/11/2023,November,20:22:00,Taxi Fare,Meru,8107.77,36.87,31.07,725.00,UPI,Successful,Android,Urban
1295,USER_09857,22/11/2023,November,20:23:00,Insurance Premium,Max Life,5548.07,17.02,88.26,600.00,Wallet Balance,Successful,Android,Urban
1296,USER_05900,23/11/2023,November,01:06:00,Online Shopping,Nykaa,7315.20,3.44,53.56,2.00,Bank Transfer,Successful,Android,Urban
1297,USER_06648,23/11/2023,November,04:51:00,Online Shopping,Myntra,3195.35,22.04,70.59,377.00,Credit Card,Successful,Android,Urban
1298,USER_08612,23/11/2023,November,06:35:00,Education Fee,Udemy,2457.64,20.25,87.90,284.00,Wallet Balance,Successful,Android,Urban
1299,USER_06223,23/11/2023,November,06:39:00,Movie Ticket,Carnival Cinemas,7495.86,17.23,27.08,694.00,UPI,Successful,iOS,Rural
1300,USER_08604,23/11/2023,November,07:01:00,Bus Ticket,MakeMyTrip Bus,4339.01,40.33,25.58,237.00,Credit Card,Successful,Android,Urban
1301,USER_09196,23/11/2023,November,07:11:00,Flight Booking,Ixigo,243.25,41.83,41.58,921.00,Bank Transfer,Successful,Android,Urban
1302,USER_05685,23/11/2023,November,10:10:00,Education Fee,BYJU'S,5520.36,13.94,5.46,698.00,Debit Card,Successful,iOS,Urban
1303,USER_00325,23/11/2023,November,11:23:00,Gas Bill,Bharat Gas,4313.20,41.18,19.31,686.00,Debit Card,Successful,Web,Urban
1304,USER_01236,23/11/2023,November,13:08:00,Gas Bill,Mahanagar Gas,6057.80,18.71,74.23,761.00,Debit Card,Successful,Android,Urban
1305,USER_04338,23/11/2023,November,16:09:00,Gaming Credits,Call of Duty Mobile,7352.18,42.40,29.61,721.00,Debit Card,Successful,iOS,Urban
1306,USER_02370,23/11/2023,November,20:09:00,Rent Payment,Nestaway,3377.50,15.92,97.30,897.00,Credit Card,Successful,Android,Urban
1307,USER_02440,23/11/2023,November,20:17:00,Internet Bill,Airtel Broadband,3419.93,25.67,30.19,487.00,Bank Transfer,Successful,iOS,Urban
1308,USER_08859,23/11/2023,November,21:04:00,Mobile Recharge,Vodafone,5905.77,40.61,52.73,360.00,Debit Card,Failed,iOS,Urban
1309,USER_09601,23/11/2023,November,22:21:00,Grocery Shopping,Nature's Basket,9527.45,8.53,59.87,322.00,Debit Card,Successful,Android,Suburban
1310,USER_08829,23/11/2023,November,22:25:00,Bus Ticket,MakeMyTrip Bus,4613.52,21.06,36.14,225.00,UPI,Successful,Android,Urban
1311,USER_09964,23/11/2023,November,23:27:00,Flight Booking,EaseMyTrip,5367.72,27.03,47.59,261.00,UPI,Successful,Android,Urban
1312,USER_05653,24/11/2023,November,01:17:00,Loan Repayment,HDFC Bank,8373.73,17.57,87.92,184.00,Credit Card,Successful,Android,Suburban
1313,USER_01327,24/11/2023,November,05:55:00,Gift Card,Amazon Pay,4376.52,3.14,66.42,214.00,Wallet Balance,Successful,Android,Urban
1314,USER_05673,24/11/2023,November,07:45:00,Gas Bill,Bharat Gas,8546.38,34.40,76.60,184.00,Debit Card,Successful,Android,Suburban
1315,USER_00811,24/11/2023,November,10:42:00,Bus Ticket,Goibibo,5946.52,22.50,20.96,61.00,Bank Transfer,Successful,Android,Rural
1316,USER_06437,24/11/2023,November,11:03:00,Internet Bill,BSNL Broadband,6633.60,35.74,30.83,540.00,UPI,Successful,Android,Urban
1317,USER_06279,24/11/2023,November,11:27:00,Gift Card,Pantaloons,7231.31,10.57,41.66,512.00,Bank Transfer,Successful,iOS,Urban
1318,USER_00286,24/11/2023,November,17:34:00,Water Bill,Mumbai Water,7107.09,30.01,27.79,718.00,UPI,Successful,iOS,Urban
1319,USER_07074,24/11/2023,November,19:21:00,Taxi Fare,Uber,3999.32,49.95,98.18,462.00,Credit Card,Successful,Android,Suburban
1320,USER_04298,24/11/2023,November,22:15:00,Mobile Recharge,Idea,9392.57,29.27,74.70,936.00,Wallet Balance,Successful,Android,Suburban
1321,USER_01239,24/11/2023,November,22:21:00,Internet Bill,Hathway,1237.04,45.66,32.63,175.00,Debit Card,Successful,Android,Suburban
1322,USER_08178,24/11/2023,November,23:55:00,Insurance Premium,HDFC Life,1030.13,17.70,46.40,304.00,UPI,Successful,Android,Urban
1323,USER_04761,25/11/2023,November,01:58:00,Bus Ticket,MakeMyTrip Bus,6166.91,44.21,87.98,886.00,Bank Transfer,Successful,Android,Urban
1324,USER_02706,25/11/2023,November,03:02:00,Taxi Fare,Ola,1461.31,41.44,85.16,196.00,UPI,Successful,Android,Urban
1325,USER_08220,25/11/2023,November,05:17:00,Mobile Recharge,Jio,9216.19,7.62,40.88,604.00,Wallet Balance,Successful,Android,Urban
1326,USER_02615,25/11/2023,November,05:25:00,Movie Ticket,PVR Cinemas,1364.09,15.61,16.48,953.00,UPI,Successful,Android,Urban
1327,USER_01693,25/11/2023,November,08:17:00,Mobile Recharge,Idea,7375.09,48.27,46.04,195.00,Wallet Balance,Successful,iOS,Urban
1328,USER_07972,25/11/2023,November,08:30:00,Streaming Service,SonyLIV,4530.55,10.79,73.68,449.00,UPI,Successful,Android,Rural
1329,USER_08307,25/11/2023,November,10:44:00,Flight Booking,Yatra,9188.37,25.81,64.75,23.00,UPI,Successful,Android,Rural
1330,USER_02978,25/11/2023,November,11:32:00,Mobile Recharge,Airtel,6937.57,49.64,52.12,918.00,UPI,Successful,Android,Urban
1331,USER_00554,25/11/2023,November,13:20:00,Internet Bill,Airtel Broadband,2714.71,37.84,9.02,507.00,Credit Card,Successful,iOS,Urban
1332,USER_08463,25/11/2023,November,13:23:00,Gas Bill,Adani Gas,9951.86,10.87,2.66,683.00,Bank Transfer,Successful,iOS,Urban
1333,USER_03591,25/11/2023,November,13:59:00,Gas Bill,Gujarat Gas,5966.12,38.14,7.87,282.00,Bank Transfer,Successful,iOS,Urban
1334,USER_08582,25/11/2023,November,14:39:00,Gift Card,Pantaloons,4047.32,18.36,19.73,704.00,Debit Card,Failed,Android,Urban
1335,USER_04324,25/11/2023,November,14:45:00,Water Bill,Hyderabad Water Board,9790.50,4.51,33.72,456.00,UPI,Successful,Web,Suburban
1336,USER_04911,25/11/2023,November,15:09:00,Bus Ticket,RedBus,5350.78,43.79,87.62,74.00,Debit Card,Successful,Android,Urban
1337,USER_00233,25/11/2023,November,16:03:00,Rent Payment,OYO Life,2414.71,6.82,13.57,504.00,Credit Card,Successful,iOS,Suburban
1338,USER_05352,25/11/2023,November,16:15:00,Online Shopping,Snapdeal,3270.35,9.95,16.50,198.00,Credit Card,Successful,iOS,Urban
1339,USER_02557,25/11/2023,November,17:43:00,Taxi Fare,Rapido,3345.08,18.12,95.58,538.00,Credit Card,Successful,iOS,Urban
1340,USER_05519,25/11/2023,November,18:55:00,Movie Ticket,Carnival Cinemas,6769.07,8.09,92.50,692.00,Debit Card,Successful,Android,Urban
1341,USER_06583,25/11/2023,November,21:20:00,Movie Ticket,INOX,9655.86,1.12,53.92,43.00,Bank Transfer,Successful,Android,Urban
1342,USER_00646,25/11/2023,November,22:22:00,Water Bill,Bangalore Water Supply,7607.82,32.66,35.15,28.00,Credit Card,Successful,Android,Urban
1343,USER_07217,25/11/2023,November,22:51:00,Loan Repayment,SBI,7373.87,8.44,64.17,202.00,Credit Card,Successful,Android,Urban
1344,USER_08999,26/11/2023,November,02:09:00,Water Bill,Chennai Metro Water,8535.49,31.17,38.67,831.00,Credit Card,Successful,Android,Urban
1345,USER_01777,26/11/2023,November,05:00:00,Taxi Fare,Ola,7126.14,42.17,16.60,964.00,UPI,Successful,Android,Urban
1346,USER_03140,26/11/2023,November,08:59:00,Movie Ticket,SPI Cinemas,7247.97,6.95,37.00,960.00,Wallet Balance,Successful,iOS,Urban
1347,USER_01359,26/11/2023,November,09:38:00,Gas Bill,Gujarat Gas,8137.98,9.39,24.74,491.00,Bank Transfer,Successful,Android,Urban
1348,USER_09149,26/11/2023,November,09:52:00,Electricity Bill,Tata Power,1962.88,12.96,61.66,381.00,Wallet Balance,Failed,iOS,Suburban
1349,USER_08860,26/11/2023,November,13:44:00,Grocery Shopping,Flipkart Supermart,555.26,25.04,98.92,359.00,Debit Card,Successful,iOS,Urban
1350,USER_02416,26/11/2023,November,14:09:00,Rent Payment,OYO Life,4441.47,40.28,71.03,454.00,UPI,Successful,Web,Urban
1351,USER_09199,26/11/2023,November,14:14:00,Hotel Booking,Airbnb,4951.39,2.22,3.38,536.00,Wallet Balance,Successful,Android,Urban
1352,USER_05364,26/11/2023,November,14:43:00,Loan Repayment,Bajaj Finserv,3362.10,22.95,26.48,665.00,Bank Transfer,Successful,Android,Urban
1353,USER_03013,26/11/2023,November,17:56:00,Loan Repayment,ICICI Bank,4267.20,15.40,78.42,328.00,Debit Card,Successful,Android,Urban
1354,USER_06502,26/11/2023,November,22:10:00,Streaming Service,Amazon Prime,6767.82,28.95,24.30,242.00,UPI,Pending,Web,Rural
1355,USER_07055,27/11/2023,November,00:07:00,Insurance Premium,LIC,4688.37,43.50,9.92,809.00,Bank Transfer,Successful,iOS,Suburban
1356,USER_08548,27/11/2023,November,03:10:00,Gift Card,Lifestyle,7534.20,15.58,83.68,463.00,Credit Card,Successful,Android,Rural
1357,USER_04662,27/11/2023,November,03:10:00,Insurance Premium,Max Life,8397.66,23.02,92.16,571.00,Bank Transfer,Successful,Android,Urban
1358,USER_07272,27/11/2023,November,04:27:00,Flight Booking,Cleartrip,6180.89,14.67,50.73,93.00,Debit Card,Successful,Android,Urban
1359,USER_01177,27/11/2023,November,07:57:00,Movie Ticket,SPI Cinemas,6734.68,42.02,74.47,395.00,UPI,Successful,Android,Urban
1360,USER_05167,27/11/2023,November,08:16:00,Movie Ticket,INOX,3739.32,7.10,82.94,208.00,Credit Card,Successful,Android,Urban
1361,USER_09006,27/11/2023,November,08:50:00,Rent Payment,Airbnb,5173.53,12.72,50.54,143.00,UPI,Successful,Android,Urban
1362,USER_04358,27/11/2023,November,09:28:00,Hotel Booking,MakeMyTrip,2530.53,4.88,65.87,701.00,UPI,Successful,Android,Urban
1363,USER_06931,27/11/2023,November,09:56:00,Food Delivery,Domino's,2569.97,32.09,81.13,653.00,Debit Card,Successful,Android,Suburban
1364,USER_05697,27/11/2023,November,10:47:00,Food Delivery,Swiggy,4871.30,28.30,99.79,244.00,UPI,Successful,Android,Suburban
1365,USER_00893,27/11/2023,November,15:59:00,Streaming Service,ZEE5,6841.41,46.90,37.73,953.00,Debit Card,Successful,Android,Urban
1366,USER_06486,27/11/2023,November,17:47:00,Streaming Service,Amazon Prime,8611.80,19.57,82.54,475.00,Bank Transfer,Successful,iOS,Urban
1367,USER_05737,27/11/2023,November,20:03:00,Taxi Fare,Jugnoo,3212.67,7.36,27.50,594.00,Debit Card,Successful,iOS,Urban
1368,USER_07680,27/11/2023,November,20:07:00,Gaming Credits,Call of Duty Mobile,2207.93,44.15,47.19,952.00,Wallet Balance,Successful,Android,Urban
1369,USER_06962,27/11/2023,November,22:19:00,Movie Ticket,Cinepolis,2827.26,47.77,6.32,381.00,UPI,Successful,Android,Rural
1370,USER_08599,28/11/2023,November,05:19:00,Movie Ticket,PVR Cinemas,2336.82,17.91,72.68,966.00,Bank Transfer,Successful,Android,Suburban
1371,USER_07102,28/11/2023,November,05:56:00,Gaming Credits,Minecraft,2367.16,8.98,51.67,145.00,Bank Transfer,Successful,iOS,Urban
1372,USER_00103,28/11/2023,November,08:17:00,Food Delivery,Zomato,6282.37,28.40,35.49,235.00,Debit Card,Successful,Android,Urban
1373,USER_01020,28/11/2023,November,14:52:00,Education Fee,Udemy,2632.65,26.09,17.58,640.00,UPI,Successful,Android,Urban
1374,USER_08838,28/11/2023,November,15:01:00,Movie Ticket,PVR Cinemas,7319.88,14.16,22.78,580.00,Credit Card,Successful,Android,Suburban
1375,USER_03193,28/11/2023,November,18:51:00,Water Bill,Delhi Jal Board,6518.42,0.02,32.97,812.00,Debit Card,Successful,Android,Suburban
1376,USER_07035,29/11/2023,November,04:44:00,Mobile Recharge,Airtel,5147.28,30.06,36.58,841.00,Credit Card,Successful,iOS,Urban
1377,USER_02895,29/11/2023,November,04:52:00,Electricity Bill,BSES,74.95,11.38,94.48,278.00,Wallet Balance,Successful,Android,Urban
1378,USER_08407,29/11/2023,November,09:23:00,Movie Ticket,Carnival Cinemas,1644.02,24.40,0.19,441.00,Credit Card,Successful,Web,Urban
1379,USER_05770,29/11/2023,November,09:56:00,Gas Bill,Mahanagar Gas,9079.18,34.06,39.74,380.00,Debit Card,Successful,Android,Rural
1380,USER_07684,29/11/2023,November,11:49:00,Mobile Recharge,Vodafone,7094.01,0.70,41.77,985.00,Wallet Balance,Successful,iOS,Urban
1381,USER_03722,29/11/2023,November,12:10:00,Online Shopping,Amazon,8091.76,17.29,60.59,569.00,Debit Card,Successful,Android,Urban
1382,USER_03246,29/11/2023,November,12:45:00,Grocery Shopping,Amazon Pantry,437.60,26.26,86.08,289.00,UPI,Successful,Android,Rural
1383,USER_09191,29/11/2023,November,12:59:00,Grocery Shopping,BigBasket,6888.36,24.39,37.67,864.00,Debit Card,Successful,Android,Urban
1384,USER_04127,29/11/2023,November,13:05:00,Gas Bill,Mahanagar Gas,3316.21,24.94,91.22,500.00,UPI,Successful,Android,Suburban
1385,USER_02775,29/11/2023,November,14:26:00,Hotel Booking,MakeMyTrip,7485.27,7.38,24.07,587.00,Credit Card,Successful,Android,Suburban
1386,USER_08840,29/11/2023,November,15:10:00,Water Bill,Mumbai Water,5140.64,40.56,67.45,99.00,Wallet Balance,Successful,Android,Suburban
1387,USER_00185,29/11/2023,November,17:12:00,Internet Bill,Jio Fiber,8070.61,9.31,99.70,596.00,UPI,Successful,Android,Urban
1388,USER_08663,29/11/2023,November,19:51:00,Grocery Shopping,Grofers,73.71,25.73,40.09,621.00,Wallet Balance,Successful,Android,Urban
